SMILES,Drug_Name
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)c5ccc(cc5)c6nccs6)cccc4C1=O,CHEMBL2133868
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)c5ccc(cc5)c6nccs6)cccc4C1=O,CHEBI:129923
CN1CCCCC1CNc2ncnc3ccc(cc23)c4c(C)noc4C,MLS002264437
Cc1ccsc1CNc2ncnc3ccc(cc23)c4c(C)noc4C,MLS002264439
CC(Nc1ncnc2ccc(cc12)c3c(C)noc3C)c4ccco4,MLS002264438
CCOc1ccccc1CNc2ncnc3ccc(cc23)c4c(C)noc4C,MLS002264434
CC(C)(C)NC(=O)C(N(C(=O)c1cccs1)c1ccc(cc1)C(C)(C)C)c1cccnc1,CHEMBL2311705
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,fedratinib
COc1cccc(CNc2ncnc3ccc(cc23)c4c(C)noc4C)c1,MLS002264433
CC(=O)Nc1ccc(CNc2ncnc3ccc(cc23)c4c(C)noc4C)cc1,MLS002264436
Cc1noc(C)c1c2ccc3ncnc(O)c3c2,MLS001065887
C(Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)C1CCOC1,RefChem:719531
COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,LRRK2-IN-1
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C1O)C2=O,geldanamycin
CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=C/[C@H](OC)[C@@H](OC(N)=O)C(C)=C[C@H](C)[C@H]1O)C2=O,geldanamycin
CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,lapatinib
CCc1ccc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)cc1,CHEMBL1722927
COc1cccc(c1)c2ccc3ncnc(NCc4cccc(C)c4)c3c2,CHEMBL566495
Cc1ccnc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)c1,MLS000089581
C[C@]12CC[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@H]1CC[C@@]2(O)C#C,ethisterone
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C,ethisterone
O=C1C2=C(C=CC=C2)N(C)C3=NC(NC4=CC(NC(/C=C/CN(C)C)=O)=CC=C4)=NC=C3N1C,XMD16-144
CN(C)CC=CC(=O)Nc1cccc(Nc2ncc3N(C)C(=O)c4ccccc4N(C)c3n2)c1,XMD16-144
COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1,AVL-292
Cn1c2ccccc2c(OCCCC(=O)Nc2cccc(Cl)c2)cc1=O,CHEMBL1734299
Cn1c2ccccc2c(OCCCC(=O)Nc2cc(Br)ccn2)cc1=O,MLS003329220
CC(C)CCN1C(C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12,BI-D1870
CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,norethindrone-acetate
CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C)C#C,norethindrone-acetate
CSc1cccc(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)c1,MLS002473426
FC(F)(F)c1ccc(Oc2cccc(C=C3CCN(CC3)C(=O)Nc3cccnn3)c2)nc1,PF-04457845
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,TAK-285
COc1ccc(CCN(C)CCCOc2ccc(cc2)S(=O)(=O)c2c(C(C)C)c3ccccc3n2C)cc1OC,SR-33805
C[C@]12CCC3C(CCC4=C3CCC(=O)C4)C1CC[C@@]2(O)C#C,noretynodrel
C[C@@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]2CC[C@@]1(O)C#C,noretynodrel
C[C@]12CC[C@@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@H]1CC[C@@]2(O)C#C,noretynodrel
FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(C=C/C(=O)NNc2cnccn2)n1,selinexor
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@]11CCC(C)OC1,CHEBI:125436
C[C@H]1CC2C3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)CCC(=O)C=C12,medrysone
C[C@H]1C[C@H]2[C@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)CCC(=O)C=C12,medrysone
C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(=O)C)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14,medrysone
C[C@@]12CCC3C(CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)C[C@H](O)[C@@H]1C5=CC(=O)OC5,Spectrum_000474
COC[C@H]([C@@H](O)[C@@H](O)C(=O)NCC[C@@H](C)c1nc(/C=C/C[C@H]2OC3(C[C@H](O)[C@H]2C)OC([C@@H](C[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)/C=C(C)/C(=C/C=C/C(=CC#N)/C)/C)OC)[C@@H](OP(=O)(O)O)C3(C)C)co1)N(C)C,Drug_COC[C@
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,mepacrine
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@H](C)CO1,PYM50028
Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,oxymetazoline
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,chloroquine
CC#CCC(C)[C@H](O)C=C[C@H]1[C@H](O)C[C@@H]2CC(C[C@H]12)=C/CCCC(O)=O,iloprost
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4C1=O,CHEBI:125978
CC(C)N1CCc2c(C1)sc(NC(C)=O)c2-c1nc(cs1)-c1ccccc1,CHEMBL1700271
CN1CCc2c(C1)sc(NC(C)=O)c2-c1nc2ccccc2s1,CHEMBL1719929
CC(=O)Nc1sc2CNCCc2c1-c1cc2ccccc2o1,CHEMBL1890309
Nc1ccccc1NC(=O)c1cnc(Nc2ccccc2)nc1,SCHEMBL18086520
OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1cccs1)c1cccs1,aclidinium
CC(=O)Nc1sc2CNCCCc2c1-c1nc2ccccc2s1,MLS002607797
CC(C)N1CCc2sc(NC(C)=O)c(-c3nc4ccccc4s3)c2CC1,CHEMBL1716096
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,lovastatin
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12,lovastatin
Oc1ccccc1NC(=O)CCCCCCC(=O)N/N=C/c2c(O)ccc3ccccc23,CHEBI:125207
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,simvastatin
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,simvastatin
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12,simvastatin
COC1=CC23CCCN3CCc4cc5OCOc5cc4C2C1O,38848-21-4
CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1,MK-1775
NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1,TPCA-1
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,lypressin
Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1,MRS-1220
COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)SC1C,EMD-53998
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc3CCC(NC(=O)C)c4cc(=O)c(SC)ccc4-c3c1OC,thiocolchicoside
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CC[C@H](NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC,thiocolchicoside
COc1cc2C(C)NCCc2cc1O,76419-97-1
COc1nc(c2ccc3OCOc3c2)n(n1)c4ccc(NC(=O)CSc5ccccc5)cc4,SecinH3
C(Oc1cccc2C=C(CN3CCOCC3)COc12)C4CNCCO4,NAS-181
CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F,SB-221284
COc1cc2CCNC(C)c2cc1OC,5784-74-7
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(C)=Cc1csc(C)n1,epothilone-B
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(C)=Cc1csc(C)n1,epothilone-B
C[C@H]1CNCCc2ccc(Cl)cc12,Lorcaserin
COc1cc(ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1)N1CCC(O)CC1,Mps1-IN-1
CN1CCN(CC1)c1ccc(OC(F)(F)F)c(Nc2ncc3CCc4c(nn(CCO)c4-c3n2)C(N)=O)c1,NMS-1286937
CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,prostaglandin A1
CCCOCCn1c2cc(ncc2nc(N2CCN(CCO)CC2)c1=O)-c1ccc(OC)nc1,PF-03049423
CC1(C)C[C@H]1C(=O)NC(C(O)=O)=C/CCCCSC[C@@H](N)C(O)=O,cilastatin
CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,cilastatin
CC1(C)C[C@@H]1C(=O)N/C(=CCCCCSC[C@H](N)C(=O)O)/C(=O)O,cilastatin
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3cc12,"hydrastine-(1R,9S)"
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,protirelin
C(Nc1ncnc2ccc(cc12)c3ccoc3)c4cccnc4,NCGC00012852
NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,fidarestat
C(Nc1ncnc2ccc(cc12)c3cccnc3)c4cccs4,CHEMBL1609579
CCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1C,SYM-2206
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,imatinib
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1(O)C(=O)CO,beclomethasone
CCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO,hydrocortisone-valerate
CCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C)C(=O)CO,hydrocortisone-valerate
OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)/C=N/NC(=O)CCCCC(=O)NO,RefChem:691299
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)/C=N/NC(=O)CCCCC(=O)NO,RefChem:718216
C/C=C(C)/C(=O)OC1CCC(=O)OC1C=CC(O)C(C)O,RefChem:693109
CCCCC[C@H](O)C=C[C@H]1[C@H](CC=C/CCCC(O)=O)[C@@H](O)CC1=O,LSM-5269
CNC(=O)C1OC(C(O)C1O)n2cnc3c(NCc4cccc(I)c4)ncnc23,IB-MECA
CNC(=O)[C@H]1O[C@H](C(O)[C@H]1O)n2cnc3c(NCc4cccc(I)c4)ncnc23,IB-MECA
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)ncnc12,IB-MECA
CCCCC[C@H](O)CC[C@H]1[C@H](O)CC2Cc3c(C)cccc3CC12,SCHEMBL19542723
CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,CHEBI:94446
ONC(=O)CCCCCC(=O)N/N=C/c1ccc(o1)S(=O)(=O)O,CHEBI:124934
COC(=O)CCCCCCC(=O)N/N=C/c1cc(Br)ccc1OC,Ald1-H_000965
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC[C@@H]6C7[C@@](C)(O)[C@@H](CC=C(C)C)O[C@@]7(O)[C@H](O)[C@]65C)C3(C)C)O[C@H](CO)[C@H](O)[C@@H]2O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H](O)[C@H]1O,MEGxp0_001444
CC(=C)[C@@H](CC=C(C)C)C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)C1=O)C2=O,CHEBI:125404
CC(=CCc1c(O)c(CC=C(C)C)c2OC(CC(=O)c2c1O)c3ccc(O)cc3)C,MLS000876964
CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC1=C(C)C(=O)c2ccccc2C1=O)/C,phytonadione
CNC(=O)[C@H]1O[C@H]([C@@H](O)C1O)n1cnc2c(NCc3cccc(I)c3)nc(Cl)nc12,CF102
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4ccco4)ncnc23,Kinetin riboside
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O,menatetrenone
C[C@@H]1C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,clocortolone-pivalate
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,clocortolone-pivalate
CC(C)C[C@H](NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12)C(O)=O,GGTI-297
COc1ccc2C(Cc3ccc(OC)c(O)c3)NCCc2c1,MLS001060837
CSc1nc(nc(n1)c2ccc(C)cc2)C(Cl)Cl,ML100
Cc1ccc2nc(Nc3ccccc3)nc(c4ccccc4)c2c1,361467-88-1
Cc1ccc(/C=C(C#N)/c2nc3ccc(C)cc3[nH]2)o1,CHEBI:95285
Cc1cc(cc(C)c1CC1=NCCN1)C(C)(C)C,xylometazoline
Cc1ccc2nc(NC3=NC4=C(C(=O)CCC4)C4(CCCC4)N3)oc2c1,CHEMBL1472453
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCc4ccncc4)O[C@@H]3CO)c2c1,CHEBI:117361
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4ccncc4)O[C@H]3CO)c2c1,CHEBI:117486
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCc4ccncc4)O[C@H]3CO)c2c1,CHEBI:117395
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4ccncc4)O[C@@H]3CO)c2c1,CHEBI:117321
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NCc4ccncc4)O[C@@H]3CO)c2c1,CHEBI:117416
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCc4ccncc4)O[C@@H]3CO)c2c1,CHEBI:117383
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NCc4ccncc4)O[C@H]3CO)c2c1,CHEBI:117377
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCc4ccncc4)O[C@H]3CO)c2c1,CHEBI:117438
CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1,CHEBI:98120
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NC4CCCC4)O[C@@H]3CO)c2c1,CHEBI:97318
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1,CHEBI:102258
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1,CHEBI:97235
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NC4CCCC4)O[C@@H]3CO)c2c1,CHEBI:100183
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NC4CCCC4)O[C@@H]3CO)c2c1,CHEBI:99147
CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NC4CCCC4)O[C@@H]3CO)c2c1,CHEBI:103021
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1,CHEBI:101067
CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1,CHEBI:100196
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,SCHEMBL17487105
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,CHEBI:96133
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,CHEBI:95610
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,MLS003129450
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,MLS003129747
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,CHEBI:96310
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3cn(CCCC1=O)nn3,MLS003129655
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,CHEBI:96038
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,MLS003129591
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,MLS003129409
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,MLS003129215
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,CHEBI:96863
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,MLS003129156
CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(OC)c3)cc2OC[C@@H](C)N(C[C@@H]1C)C(=O)Cc1cccnc1,CHEBI:104533
CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(OC)c3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1,CHEBI:104340
CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(OC)c3)cc2OC[C@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1,CHEBI:104502
CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(OC)c3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1,CHEBI:104444
CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(OC)c3)cc2OC[C@@H](C)N(C[C@@H]1C)C(=O)Cc1cccnc1,CHEBI:104523
CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(OC)c3)cc2OC[C@H](C)N(C[C@@H]1C)C(=O)Cc1cccnc1,CHEBI:104307
O=C(NC1CC1)c2cc(on2)c3cccs3,ISX-9
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C[C@@H]1C)C(=O)Cc1cccnc1,CHEBI:102690
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1,CHEBI:100933
CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C[C@@H]1C)C(=O)Cc1cccnc1,CHEBI:97679
CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1,CHEBI:98099
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1,Danusertib
Nc1ccc(cn1)C(=O)Nc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,YM-201636
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,dabrafenib
COc1c(C)c2COC(=O)c2c(O)c1CC=C(/C)CCC(=O)OCCN1CCOCC1,mycophenolate-mofetil
Cn1cc(cn1)-c1ccc2ncc3ccc(=O)n(-c4ccc5CCN(C(=O)C=C)c5c4)c3c2c1,QL47
Cc1cc2n(C)c3c(cnn(Cc4c(Cl)ccc(C)c4F)c3=O)c2s1,MLS003178536
NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F,VX-702
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)n3cnc4c(ncnc34)N(C)C)cc1,puromycin
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)OC([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1,puromycin
COc1nc(N)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,nelarabine
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC,homoharringtonine
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(C)=Cc1csc(C)n1,ixabepilone
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,sphingosine
CC(N)CCCC(C)(C)O,heptaminol
Cc1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1,dapivirine
CC(C)C[C@@H](NC(C)=O)C(O)=O,acetyl-l-leucine
CC(C)C[C@H](NC(C)=O)C(O)=O,acetyl-l-leucine
CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(O)=O)(O1)C(O)=O,ixazomib-citrate
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12,emetine
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc12,emetine
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc12,emetine
Cc1cc2n(C)c3c(cnn(Cc4ccc(F)cc4F)c3=O)c2s1,MLS003178538
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F,vemurafenib
CCSc1nnc(NC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3ccc(F)cc3)s1,MLS001116216
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]4NCCc5cc(O)c(OC)cc45,Cephaeline
COC1=C[C@@]23CCCN3CCc4cc5OCOc5cc4[C@]2(C)C1OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)O,RefChem:725628
COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,BIIB021
CCCC[C@@H](C)/C=C(C)/C=C(C)/C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]3O[C@@H]3C1=O,Drug_CCCC[C
CCCC[C@@H](C)C=C(C)C=C(/C)C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O,LSM-4477
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O,CHEBI:127455
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O,CHEMBL2355034
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O,CHEBI:127972
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O,CHEBI:130302
