description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes,representative_rank
"""A mitotic cell cycle checkpoint that delays mitotic sister chromatid separation and consequently the mitotic metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle. Spindle assembly checkpoint signaling begins with the activated Mph family kinase, and results in the inhibition of the Anaphase Promoting Complex and its activator Sleepy/Cdc20 by the mitotic checkpoint complex (MCC)."" [GOC:mtg_cell_cycle, PMID:12360190]",11154,12666,9,"[[""NAS""], [], [], [""IMP""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",mitotic spindle assembly checkpoint signaling,GO:0007094,8.986714618273665e-11,"[""GO:0045841"", ""GO:0071173"", ""GO:0071174""]",0.11688311688311688,query_1,77,0.24324324324324326,True,GO:BP,37,2543,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 991 | 7272 | 220134 | 11130 | 4085 | 55055,NAS | IMP | IBA | TAS | IEA | IDA,5.0
"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure."" [GOC:elh]",11154,34762,19,"[[""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA""], [], [], [], [], [""TAS""], [], [], [], [""IBA""], [], [], [""IEA""], [], [""ISS"", ""IEA""], [], [""IBA"", ""IEA""], [""ISO"", ""IBA"", ""IEA""], [], [], [""ISO"", ""IEA""], [], [], [], [""TAS""], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IDA"", ""IEA""], [""IPI"", ""IEA""]]",condensed chromosome,GO:0000793,1.119320149611756e-14,"[""GO:0005694""]",0.24675324675324675,query_1,77,0.09644670050761421,True,GO:CC,197,93,11,Mocetinostat,disease_up_drug_down,332 | 5888 | 5347 | 699 | 55355 | 3835 | 6790 | 7153 | 991 | 7272 | 64151 | 23397 | 6839 | 220134 | 11130 | 4085 | 55055 | 79902 | 55839,IDA | IBA | IEA | ISS | TAS | ISO | IPI | NAS,1.0
"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]",11154,35027,20,"[[""IBA"", ""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""ISS"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IEA""], [""IDA"", ""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IEA""], [], [], [], [""TAS"", ""IEA""], [""IDA"", ""IEA""], [""TAS""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [""IMP"", ""IEA""], [], [], [], [], [""NAS""], [], [""IEA""], []]",spindle,GO:0005819,4.624534930189712e-13,"[""GO:0015630"", ""GO:0043232""]",0.2597402597402597,query_1,77,0.06557377049180328,True,GO:CC,305,358,11,Mocetinostat,disease_up_drug_down,332 | 5347 | 22974 | 26586 | 3835 | 29127 | 6790 | 10112 | 991 | 9928 | 7272 | 9787 | 10460 | 220134 | 56992 | 4085 | 990 | 8480 | 55055 | 79902,IBA | IEA | IDA | ISS | TAS | IMP | NAS,2.0
"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]",11154,34706,12,"[[""IDA""], [""IPI"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IEA""], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [""ISO"", ""IEA""], [], [], [""ISO"", ""IEA""], [], [], [], [""TAS""], [], [], [], [], [""IBA"", ""NAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IBA""], [], [], [], []]",nuclear chromosome,GO:0000228,1.621648625746619e-08,"[""GO:0005694"", ""GO:0031981""]",0.15584415584415584,query_1,77,0.07272727272727272,True,GO:CC,165,37,11,Mocetinostat,disease_up_drug_down,332 | 51659 | 5888 | 5347 | 55388 | 7153 | 64151 | 23397 | 6839 | 25855 | 23649 | 54962,IDA | IPI | ISS | IBA | IEA | ISO | TAS | NAS,3.0
"""The area in the center of the spindle where the spindle microtubules from opposite poles overlap."" [GOC:ai, PMID:15296749]",11154,36851,6,"[[""IBA""], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA""], [], [""IBA""], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",spindle midzone,GO:0051233,8.705099255611933e-07,"[""GO:0005819"", ""GO:0110165""]",0.07792207792207792,query_1,77,0.1875,True,GO:CC,32,2182,11,Mocetinostat,disease_up_drug_down,332 | 5347 | 29127 | 6790 | 9928 | 990,IBA | IDA,4.0
"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",11154,35024,18,"[[], [], [""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA""], [], [], [], [], [], [], [""IDA""], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA""], [""IDA""], [], [""IEA""], [], [], [], [""IDA"", ""IBA""], [""IDA"", ""IEA""], [], [""IDA"", ""IEA""], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IDA""], [], [], [], [], [""IDA""], []]",microtubule organizing center,GO:0005815,2.712533156869316e-06,"[""GO:0015630"", ""GO:0110165""]",0.23376623376623376,query_1,77,0.027993779160186624,True,GO:CC,643,355,11,Mocetinostat,disease_up_drug_down,5888 | 5347 | 890 | 26586 | 6790 | 9133 | 7153 | 991 | 9787 | 55165 | 10460 | 220134 | 56992 | 5901 | 899 | 6491 | 23649 | 79902,IEA | IDA | IBA | TAS,5.0
"""Binding to a microtubule, a filament composed of tubulin monomers."" [GOC:krc]",11154,1486,11,"[[""TAS""], [], [], [""IDA""], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [""IDA""], [], [], [""IBA"", ""IEA""], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [""IBA""], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], []]",microtubule binding,GO:0008017,1.3370182317598336e-05,"[""GO:0015631""]",0.14285714285714285,query_1,77,0.06043956043956044,True,GO:MF,182,1486,4,Mocetinostat,disease_up_drug_down,332 | 5347 | 3835 | 29127 | 10112 | 9928 | 9787 | 220134 | 56992 | 80346 | 8480,TAS | IDA | IBA | IEA | ISS,1.0
"""Catalysis of the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5."" [ISBN:0198506732]",11154,2944,10,"[[], [], [""IDA"", ""IMP""], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IBA"", ""IEA""], [], [""IDA"", ""IMP"", ""IEA""], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [], [], [], [], [], [], []]",isomerase activity,GO:0016853,0.004590155003086257,"[""GO:0003824""]",0.12987012987012986,query_1,77,0.030864197530864196,True,GO:MF,324,2944,1,Mocetinostat,disease_up_drug_down,5888 | 3835 | 10112 | 7153 | 9928 | 5982 | 56992 | 7167 | 5478 | 54606,IDA | IMP | IBA | TAS | IEA | ISS | NAS,2.0
"""Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins."" [GOC:pr, GOC:rn, PMID:7877684, PMID:9442875]",11154,2754,4,"[[], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], []]",cyclin-dependent protein serine/threonine kinase regulator activity,GO:0016538,0.005678387585930947,"[""GO:0019914""]",0.05194805194805195,query_1,77,0.10256410256410256,True,GO:MF,39,2754,6,Mocetinostat,disease_up_drug_down,890 | 9133 | 1164 | 899,IDA | IBA | IEA,3.0
"""Binding to a histone, any of a group of water-soluble proteins found in association with the DNA of eukaryotic or archaeal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in gene regulation and DNA replication. They may be chemically modified (methylated, acetlyated and others) to regulate gene transcription."" [GOC:jl, PMID:16209651, PMID:30212449, PMID:9305837]",11154,5046,6,"[[], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",histone binding,GO:0042393,0.007633648492964967,"[""GO:0005515""]",0.07792207792207792,query_1,77,0.048,True,GO:MF,125,5046,3,Mocetinostat,disease_up_drug_down,55355 | 55723 | 2146 | 1164 | 23234 | 27000,IDA | IPI | IBA | IEA,4.0
"""A motor activity that generates movement along a microtubule, driven by ATP hydrolysis."" [PMID:19686686, PMID:32684327, PMID:32842864]",11154,347,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",microtubule motor activity,GO:0003777,0.008589179472260346,"[""GO:0003774"", ""GO:0120544"", ""GO:0140657""]",0.05194805194805195,query_1,77,0.0851063829787234,True,GO:MF,47,347,1,Mocetinostat,disease_up_drug_down,3835 | 10112 | 9928 | 56992,IBA | TAS | IEA | ISS,5.0
Cell cycle,11154,39011,10,"[[], [], [], [""KEGG""], [""KEGG""], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [""KEGG""], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], []]",Cell cycle,KEGG:04110,1.0903993104357472e-06,"[""KEGG:00000""]",0.12987012987012986,query_1,77,0.07692307692307693,True,KEGG,130,273,41,Mocetinostat,disease_up_drug_down,5347 | 890 | 699 | 9133 | 991 | 7272 | 4085 | 993 | 990 | 10926,KEGG,1.0
Oocyte meiosis,11154,39015,6,"[[], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Oocyte meiosis,KEGG:04114,0.000932940438650211,"[""KEGG:00000""]",0.07792207792207792,query_1,77,0.06315789473684211,True,KEGG,95,277,43,Mocetinostat,disease_up_drug_down,5347 | 699 | 6790 | 9133 | 991 | 4085,KEGG,2.0
DNA replication,11154,38957,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], []]",DNA replication,KEGG:03030,0.0012272148598701496,"[""KEGG:00000""]",0.05194805194805195,query_1,77,0.11764705882352941,True,KEGG,34,219,44,Mocetinostat,disease_up_drug_down,5982 | 2237 | 3978 | 23649,KEGG,3.0
Fanconi anemia pathway,11154,38987,3,"[[], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Fanconi anemia pathway,KEGG:03460,0.017546494826054367,"[""KEGG:00000""]",0.03896103896103896,query_1,77,0.09090909090909091,True,KEGG,33,249,45,Mocetinostat,disease_up_drug_down,5888 | 55215 | 79728,KEGG,4.0
Nucleocytoplasmic transport,11154,38952,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [""KEGG""], []]",Nucleocytoplasmic transport,KEGG:03013,0.02772938096087781,"[""KEGG:00000""]",0.05194805194805195,query_1,77,0.0449438202247191,True,KEGG,89,214,47,Mocetinostat,disease_up_drug_down,10921 | 5901 | 8480 | 79902,KEGG,5.0
"Cell Cycle, Mitotic",11154,39663,33,"[[""REAC""], [""REAC""], [], [""REAC""], [""REAC""], [""REAC""], [""REAC""], [], [""REAC""], [], [], [], [], [""REAC""], [], [], [""REAC""], [""REAC""], [""REAC""], [""REAC""], [""REAC""], [""REAC""], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [""REAC""], [], [], [""REAC""], [], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [""REAC""], [], [""REAC""], [""REAC""]]","Cell Cycle, Mitotic",REAC:R-HSA-69278,4.711300867965712e-25,"[""REAC:R-HSA-1640170""]",0.42857142857142855,query_1,77,0.08148148148148149,True,REAC,405,339,48,Mocetinostat,disease_up_drug_down,332 | 51659 | 5347 | 890 | 699 | 55388 | 22974 | 11065 | 6790 | 10112 | 9133 | 7153 | 2305 | 991 | 64151 | 23397 | 27338 | 220134 | 5982 | 11130 | 2237 | 6241 | 3978 | 4085 | 993 | 990 | 5901 | 10926 | 8480 | 23649 | 55055 | 79902 | 55839,REAC,1.0
Mitotic Spindle Checkpoint,11154,40875,12,"[[""REAC""], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [""REAC""]]",Mitotic Spindle Checkpoint,REAC:R-HSA-69618,3.777187097478647e-11,"[""REAC:R-HSA-69620""]",0.15584415584415584,query_1,77,0.13953488372093023,True,REAC,86,1551,48,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 11065 | 991 | 27338 | 220134 | 11130 | 4085 | 55055 | 79902 | 55839,REAC,2.0
DNA Replication,11154,39789,11,"[[], [""REAC""], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], []]",DNA Replication,REAC:R-HSA-69306,7.111870082835636e-09,"[""REAC:0000000""]",0.14285714285714285,query_1,77,0.0990990990990991,True,REAC,111,465,48,Mocetinostat,disease_up_drug_down,51659 | 890 | 55388 | 11065 | 27338 | 5982 | 2237 | 3978 | 990 | 10926 | 23649,REAC,3.0
Chromosome Maintenance,11154,39697,7,"[[], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [""REAC""]]",Chromosome Maintenance,REAC:R-HSA-73886,1.1827552200517514e-05,"[""REAC:R-HSA-1640170""]",0.09090909090909091,query_1,77,0.09722222222222222,True,REAC,72,373,48,Mocetinostat,disease_up_drug_down,890 | 55355 | 5982 | 2237 | 3978 | 23649 | 55839,REAC,4.0
Cyclin A/B1/B2 associated events during G2/M transition,11154,39758,5,"[[], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Cyclin A/B1/B2 associated events during G2/M transition,REAC:R-HSA-69273,1.5582331940016795e-05,"[""REAC:R-HSA-69275""]",0.06493506493506493,query_1,77,0.19230769230769232,True,REAC,26,434,48,Mocetinostat,disease_up_drug_down,5347 | 890 | 9133 | 2305 | 993,REAC,5.0
"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",11154,12648,38,"[[""IDA"", ""IBA""], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [""NAS""], [""IMP""], [""IEA""], [], [""IDA"", ""IMP"", ""TAS"", ""IEA""], [], [], [""IMP""], [], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [""IBA""], [""IDA"", ""IMP"", ""ISO"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IEA""], [""IMP"", ""IBA"", ""NAS""], [""IBA"", ""NAS""], [], [], [""IMP"", ""IBA""], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""NAS""], [""IBA"", ""TAS""], [""ISS""], [], [""IMP""], [""IMP"", ""IBA"", ""NAS""], [""IDA"", ""ISS"", ""IBA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA""], [], [], [], [], [], [], [""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [""IMP""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""ISO"", ""TAS"", ""IEA""], [], [], [], [], [""IMP"", ""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], [], [""NAS""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IEA""], [], [], [""IDA""], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [""ISO"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",chromosome segregation,GO:0007059,8.044332601666318e-19,"[""GO:0022402""]",0.19,query_1,200,0.1292517006802721,True,GO:BP,294,2525,8,NCH-51,all_selected,11065 | 26112 | 79019 | 81620 | 9133 | 5347 | 55355 | 699 | 146909 | 23397 | 22974 | 55143 | 9787 | 24137 | 1063 | 9055 | 56992 | 10460 | 3833 | 11130 | 220134 | 29127 | 332 | 5901 | 6790 | 4085 | 10051 | 9319 | 7153 | 6491 | 7272 | 259266 | 4288 | 57405 | 3835 | 1843 | 1894 | 54892,IDA | IBA | IMP | NAS | IEA | TAS | ISO | ISS,1.0
